3.859997 -0.658184
3.879997 -0.673109
3.899997 -0.687764
3.919997 -0.702144
3.939997 -0.716243
3.959997 -0.730056
3.979997 -0.743577
3.999997 -0.756800
4.019997 -0.769721
4.039997 -0.782334
4.059997 -0.794634
4.079997 -0.806616
4.099997 -0.818275
4.119997 -0.829608
4.139997 -0.840608
4.159997 -0.851272
4.179997 -0.861595
4.199997 -0.871574
4.219997 -0.881205
4.239997 -0.890482
4.259997 -0.899404
4.279997 -0.907966
4.299997 -0.916165
4.319997 -0.923997
4.339997 -0.931460
4.359997 -0.938550
4.379997 -0.945264
4.399997 -0.951601
4.419997 -0.957557
4.439997 -0.963130
4.459997 -0.968318
4.479997 -0.973118
4.499997 -0.977529
4.519997 -0.981550
4.539997 -0.985177
4.559997 -0.988411
4.579997 -0.991249
4.599997 -0.993691
4.619997 -0.995735
4.639997 -0.997381
4.659997 -0.998628
4.679996 -0.999475
4.699996 -0.999923
4.719996 -0.999971
4.739996 -0.999619
4.759996 -0.998867
4.779996 -0.997715
4.799996 -0.996165
4.819996 -0.994216
4.839996 -0.991869
4.859996 -0.989126
4.879996 -0.985987
4.899996 -0.982453
4.919996 -0.978527
4.939996 -0.974209
4.959996 -0.969502
4.979996 -0.964406
4.999996 -0.958925
5.019996 -0.953061
5.039996 -0.946815
5.059996 -0.940191
5.079996 -0.933190
5.099996 -0.925816
5.119996 -0.918072
5.139996 -0.909961
5.159996 -0.901485
5.179996 -0.892649
5.199996 -0.883457
5.219996 -0.873910
5.239996 -0.864014
5.259996 -0.853773
5.279996 -0.843190
5.299996 -0.832270
5.319996 -0.821017
5.339996 -0.809435
5.359996 -0.797530
5.379996 -0.785306
5.399996 -0.772767
5.419996 -0.759920
5.439996 -0.746768
5.459996 -0.733318
5.479996 -0.719575
5.499996 -0.705543
5.519996 -0.691230
5.539996 -0.676640
5.559996 -0.661779
5.579996 -0.646654
5.599996 -0.631270
5.619996 -0.615634
5.639996 -0.599751
5.659996 -0.583628
5.679996 -0.567272
5.699996 -0.550689
5.719995 -0.533886
5.739995 -0.516869
5.759995 -0.499646
5.779995 -0.482222
5.799995 -0.464606
5.819995 -0.446804
5.839995 -0.428823
5.859995 -0.410671
5.879995 -0.392355
5.899995 -0.373881
5.919995 -0.355258
5.939995 -0.336493
5.959995 -0.317593
5.979995 -0.298566
5.999995 -0.279420
6.019995 -0.260162
6.039995 -0.240800
6.059995 -0.221342
6.079995 -0.201795
6.099995 -0.182167
6.119995 -0.162467
6.139995 -0.142701
6.159995 -0.122879
6.179995 -0.103007
6.199995 -0.083094
6.219995 -0.063148
6.239995 -0.043177
6.259995 -0.023188
6.279995 -0.003190
